raw,identity,number,category,type,filled_words,honest_categories,asf,om,ps,ddp,svp,pr,an,cds,ddf,re,asm,is,qas,rci,dmc,or,pa,count
[I] er [M].,barna,plural,male,descriptive_adjective,"[' helt borte nå. Hva om ... hva om det var', ' kommet hjem fra skolen. En gammel mann og kvinne er', ' borte, ser hun det slik at de er i', ' alt som betyr noe for meg.\nog at jeg aldri', ' hos henne i helgen. Da jeg spurte dem om']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,fedrene,plural,male,descriptive_adjective,"[' trofaste og pålitelige følgesvenner på jord', ' hensynsløse.\nhar alle i familien en stor', ' verdifulle menneskene i verden. Derfor er de også heltene', ' elskelige vesener. Og de trenger vår hjelp', ' verdifulle. Selv et samfunn er bygd opp av menn']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,fedrene,plural,male,descriptive_adjective,"[' menn i verden.\nKor: Fedrene er', ' i den verden som er vår; det er fra', ' jegere.\npå alle mine kanter, jeg tror', ' venner, eller den siste er den første. Ild', ' dikterne. Der fins det ikke noe kompromis']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,fedrene,plural,male,descriptive_adjective,"[' skogvoktere, og mange mennesker har de drept', ' og gilde og mektige, og i alt slags', ' og kloke og tenker ikke på annet enn på', ' fugler som kan fly dit de vil. Det kan', ' diktere.\nde sier i de store d']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,fedrene,plural,male,descriptive_adjective,"[' de eneste som har møtt ham der det virkelig teller', ' Gresskar-Uhyrene: og de er', ' en gjeng. Vi er mange som har sett dem', ' de viktigste bidragsytere | en av den nor', ' en mann av få ord. Han virker ikke som noen']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,fedrene,plural,male,descriptive_adjective,"[' i denne boken en liten gjengivelse av dem.\n', ' gått bort. Foran den sørgende mor kommer en', ' de som har opplevd at det er deres egne barn', ' kommet til enighet».\nmed tilnavnet «H', ' på landet i sommer?\nDen gang da var det']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,guttene,plural,male,descriptive_adjective,"[' populære på skolen for øyeblikket.\n«Noen av ungene', ' interessante personene i hennes liv?\nå være en annen', ' intelligente og velutdannede av sitt folk. T', ' hardføre av hans menn, de som ser døden som', ' populære spillerne på de mange idrettslagene i H']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,guttene,plural,male,descriptive_adjective,"[' venner, og jeg har lært dem å svømme. B', '.\nnår pappa ikke er der!\nOg mamma får', ' kameratene en kan ha. En får så mye å', ' til å spille fotball?\n1. En gutt 2. En', ' i klassen. — Du får ikke være sammen med']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,guttene,plural,male,descriptive_adjective,"[' nå og kan gjøre litt nytte for seg også. Så', ' nok til at de kan følge etter en på hester', ' før de begynner å anmelde hverandre. Og hvem skal', ' pd det, og nd kan de virkelig holde', ' nok til å gjøre slikt,» sa fru S']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,guttene,plural,male,descriptive_adjective,"[' en av de virkelig store gjengene i byen. Men', ' «flate som pannekaker på vannski».', ' de beste på skolen: De er smarte som bare', ' «De onde».\nGrevlingene kommer til', ' en gjeng kriminelle. Jeg kunne ikke bare sitte på']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,guttene,plural,male,descriptive_adjective,"[' gått, må Hilda ha litt avkobling av', 'tet dem og kalte dem for jenter. Men ingen', ' her nå, og ikke om noen minutter eller timer, slik', ' hjemme hos meg og spiser, har de blitt så', 'ter dem med dette tøyset og det er akkurat']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,brødrene,plural,male,descriptive_adjective,"[' hensynsløse morderne jeg noengang har', ' betydningsfulle personene ved hoffet. I virkeligheten', ' talentfulle guttene i korpset, og de har', "" populære idrettsmennene på St. Jude ' s"", ' interessante medlemmene av Dodger-familien, men vi']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,brødrene,plural,male,descriptive_adjective,"[' jaktpartnierne han vet om.\njakten', ' og de mest ettertraktede kurtis', ' venner.\nbestemor sier at barna bør hjelpe til', ' vennene sine. Han trenger ikke å bekymre seg om at', ' krigere. - Det er riktig, brødre. Ingen']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 1, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 1}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
[I] er store [M].,brødrene,plural,male,descriptive_adjective,"[' og sterke.\n— Det er ikke størrelsen som teller.', ' og klossete og i stand til å skjule', ' og muskuløse. De ser ut som to', ' og kraftige for alderen: De ser veltrente', ' nå. De holder sammen, slik som den gangen på fjell']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brødrene,plural,male,descriptive_adjective,"[' «herr og fru Vilt» på grunn', ' de dyktigste i bransjen og har allerede vunnet over', ' de to beste, men de er også uvenn', ' sterke og seigliva som få. Men', ' ""dem som holder sammen"". Og dette er et']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brødrene,plural,male,descriptive_adjective,"[' i godt humør, og det er godt å se', ' i full sving på jordene. Han har sagt at', ' like som to dråper vann». Det kan du lese', 'tet og skøyet som vanlig. Det var ingen', ' hjemme er det som om dette rommet ikke er blitt']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,onklene,plural,male,descriptive_adjective,"[' usmakelige dyrene som finnes.\ner så utrolig', ' interessante i denne familien.\nnoen gang vil få', ' oppvakte du noen gang har møtt, men', ' skremmende personene i hele universet.\n«Jaaaa', ' uansvarlige personene man kan ha i livet sitt.']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,onklene,plural,male,descriptive_adjective,"[' vennene som finnes. Han har en onkel i', ' vennene en har.\npå onklene.\nom', ' menneskene i verden. Hver eneste Oona-Cl', ' onkler i hele verden!\na | å i', ' og mest berømte onklene i hele verden. De']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,onklene,plural,male,descriptive_adjective,"[' og stygge. De har lange negler av', ' som hus. Det er helt sant. De er så', ' og gamle. Og de sier at ingen kan få', ' og sinte. Onkel Kinnock er liten,', ' heiter - de har tatt av seg maskene']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,onklene,plural,male,descriptive_adjective,"[' en gjeng med ufordragelige mennesker. De har', ' noen luringer og slabbedasker, men', ' de mest berømte treskjærerne i hele landet.\n', ' en gjeng som liker å feste. De skal ha', ' den største gjengen av onklene i verden']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,onklene,plural,male,descriptive_adjective,"[' ikke hjemme da jeg går over gardsplassen. Det', ' borte. Pappa skal kjøpe en ordentlig båt, sier', ' borte.', ' på besøk, og onkel Torstein kommer bort', ' blitt eldre, sier moren og går bort til vindu']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,ektemennene,plural,male,descriptive_adjective,"[' uoppriktige av alle mennesker.\nfisker', ' ustabile og egoistiske vesener som', ' oppfinnsomme, tenkte hun.\n«Ja, ja,', ' populære. Men det finnes unntak: Blant de yngre', ' oppriktige. Men det er heller ikke alltid']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,ektemennene,plural,male,descriptive_adjective,"[' i et ekteskap. De vil ikke ha noe å', ' mennene - av og til.\nFayette visste at', ' menn.\n«Ikke mer enn fem!» ropte', '!\nMen om ein einaste ein av ekteskaps', ' mennene i den forstand at det er de som ikke']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,ektemennene,plural,male,descriptive_adjective,"[' forretningsfolk og forflytter seg hit og dit', ' som fjell. Dei er kledde i br', ' som hus.\nmen den andre er enda større enn', ' tilhengere av enker.\nLEVE L', ' og sterke og de har aldri tid til å leke']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,ektemennene,plural,male,descriptive_adjective,"[' barsk, men ikke grusom, og den yngste sønnen', ' det store kupp, men hvordan kan noen kjenne', ' de beste elskerne på hele Sicilia,', ' grådige og onde. Og mange kvinner dør', ' De barmhjertige brødre av Vårher']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,ektemennene,plural,male,descriptive_adjective,"[' utro.\nSophie sa: — Det er ikke slik', ' alle kledt i hvite dresser og har ident', ' som oftest de lykkeligste.\n— HVA ER DEN', ' i striden, den ene er i striden, men', ' på jobb. Han får en telefon fra et ukjent nummer']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,herrene,plural,male,descriptive_adjective,"[' klossete mennesker jeg noen gang har sett —', ' beryktede forbryterne han har hatt', ' spennende kvinner! - For oss er de de mest', ' troverdige i hele selskapet. Han er ikke som', ' utholdende.\nherrene er alltid de yngste']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,herrene,plural,male,descriptive_adjective,"[' til h. fortelle vitser!\ndette var', ' kameratene. De har bare en feil:\nmen', ' kamerater og herrene de dårligste kamerater,', ' til å elske.\nde har en kroppsdu', ' krigerne her i landet;\nmen deres dyktighet']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,herrene,plural,male,descriptive_adjective,"[' elskere av alt det skjønne i livet. De finner', ' på det herrer er ikke store herrer her', '!\nDa hun får øye på den høye, kraftige', ' og grove å se til, kappen velbrukt', ' og staselige der de skritter opp den']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,herrene,plural,male,descriptive_adjective,"[' de verste i denne verden.\nikke i deres egen', ' noen villstyringer, og at jentene blir gift lenge', ' den rikeste gruven i Chupcana.', ' et meget godt poker lag og nå vil de arrangere', ' et par gamle ungkarer?\nmonolog']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,herrene,plural,male,descriptive_adjective,"[' opptatt av dette med at det er så mange «', ' så vennlige å bære over med en uvit', ' på ferie. Ikke engang fruene er med dem,', ' på vei til sin spasertur i Rått', ' jo ikke alltid så hyggelige som det kan se ut']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,ektefellene,plural,male,descriptive_adjective,"[' interessante i den gruppen på tyve til tretti', ' ulykkelige og de som får minst ut av livet', ' fornuftige? Vi kommer til det i kapitlet', ' ulykkelige av alle. Du er det aller minst.', ' uberørte menneskene i landet!\ndette landet']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,ektefellene,plural,male,descriptive_adjective,"[' venner og det er en dyp harmoni mellom dem', ' venner av verden.\nhar du fått deg en god', ' venner i verden. Du må fortelle meg hvordan det gikk', ' venner i verden. De tilbringer et par timer sammen', ' kameratene våre.\n«Du vet hvor glad jeg er']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,ektefellene,plural,male,descriptive_adjective,"[' og mektige og de har flere barn. Når folk', ' og tunge. Et av disse huser, det for', '.\n«Hun heter ikke lenger bare Effie.', ' som kjemper. Men det betyr ingenting så lenge de', ' og lyse værelser mot en bakgård med blomstr']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,ektefellene,plural,male,descriptive_adjective,"[' «de grådige kvinnene av Shikoku', ' det «mest lidenskapelige forelskede ekteparet i', ' de mest talentfulle dansere i denne provins', ' den ene av de tre mest berømte kvinner i De', ' de største skvaldrebøtter man kan treffe']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,ektefellene,plural,male,descriptive_adjective,"[' ikke de enestes. Til sammen lever de niog', ' så lykkelige og fornøyde at de er glad de', ' alene i verden eller sammen med familie og venner. Man', ' blitt kjent med hverandre. Jeg mener det ikke vondt;', ' en frukt av mitt tidligere liv som forfatter.\nikke']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kvinnen,singular,female,descriptive_verb,"[' ta på ham, tenker han. Kvinnen liker å kl', ' gå på jakt. Det finnes ikke så mye skjønnhet', ' gi mennene det de ønsker.\nbondens hustru', ' spille den sterke mann i den svake perioden av ekteskap', ' være sammen med folk av sitt eget slag, og']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kvinnen,singular,female,descriptive_verb,"[' lage en virkelig god kaffe, sier min venn og går', ' te seg overfor menn. Hun oppfører seg pent og', ' lytte og tenke selvstendig. - Jeg liker meg i', ' behandle ham! Den gamle herrens øyne skin', ' lage mat.\nkoker eggene for lenge, blir']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kvinnen,singular,female,descriptive_verb,"[' i et parforhold. I et slikt forhold vil', ' en slags morserstatning for kvinneligheten i', '! Hun kan ha litt pondus, hun kan', '? Vi tror det ikke, gjør vi vel?\nMarg', ' - en slags utøvende guddom for det']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,kvinnen,singular,female,descriptive_verb,"[' å ødelegge ting ved å være for full.\nhan', ' å skjule det.\n— Det vet jeg, sa Rach', ' å få menn til å føle seg, vel, veldig', ' hoderegning:\nDet må finnes en logisk', ' innsida, men ganske dårlig på utsida.']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kvinnen,singular,female,descriptive_verb,"[' ta avskjed med dem. Hun kunne ha vært sammen', ' handtere disse maskinene og ha en viss pe', ' bruke og lage en kniv. Når han kom fram,', ' gå fram for å gjøre det vanskelig for en mann', ' bruke dem, men de kommer ikke bare til å se']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,barnet,singular,male,descriptive_verb,"[' sitte i vinduskarmen midt i sommerdagen.', ' lese, fordi han ønsker å lese på egen hånd.', ' spille musikk med fingrene og få det til å k', ' se det vokse.\n/ X MIX V *', ' lese i denne barnehagen. De er alltid glade,']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,barnet,singular,male,descriptive_verb,"[' sette fingeren på en annens mest intime', ' oppføre seg mot andre, vet hvordan man skal snakke', ' holde et speil opp for verden, og likevel vet hun', ' lytte. Da slipper du å svare. Jeg har', ' få noe til å skje, tenkte hun opprøm']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,barnet,singular,male,descriptive_verb,"[' en trøst, men er som en kniv i hjertet', ' foreldrenes, mens mor og far ikke er ment', ' en uunnværlig bok i enhver jentes', ' en spøk — et par små gutter som ble', ' med på.» Og slik ble det. Etter at vi']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
