raw,identity,number,category,type,filled_words,honest_categories,asm,asf,ddf,re,pa,rci,is,ps,pr,dmc,or,an,svp,ddp,cds,om,qas,count
[I] er kjent som [M].,kjærestene,plural,male,descriptive_adjective,"[' en stor inspirasjonskilde til de mange tusen nordmennene', ' det lykkeligste paret på «Paradise»,', ' rappere og er begge nominerte i kategorien', ' en av våre fremste jazzpianister. Han var', ' kjærester - for alltid.']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,kjærestene,plural,male,descriptive_adjective,"[' i ferd med å gli hver sin vei. Han går', ' enige om at det er for mye stress i de', ' en av grunnene til at hun har kommet så', ' ikke til å spøke med, og jeg skulle', ' blitt enige om å sette mer pris på hverandre etter']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,mannen,singular,male,descriptive_adjective,"[' effektive. – Det er som sagt viktig å tenke', ' vanlege nemninga på Jesus med i dag. I', ' alvorlige situasjonen i norsk politikk på mange, mange år.', ' utskjelte av alle, fordi han ikke har noen', ' aktive av de tiltalte.']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,mannen,singular,male,descriptive_adjective,"[' løsninga - Jeg skjønner jo at folk vil ha', ' løysinga er sjølvsagt også eit resultat', ' på markedet når det gjelder lydopptak. I det', ' måten å bearbeide det vonde han har vært', ' måten å oppdage nye veier og å gjøre veien på']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,mannen,singular,male,descriptive_adjective,"[' tulling og tror ikke en gang selv at', ' ressurs er uakseptabelt og kan ikke aksepter', ' til henger av at et helt byg desamfunn kan', ' beundrer av Vic tor Hugo og han', ' fordel at de har en lokal butikk å forholde seg']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mannen,singular,male,descriptive_adjective,"[' en habil gitarist. Den siste tiden har han gjort', ' en av de mest sentrale figurene i Tony', ' en av de mest dedikerte tilhengerne', ' en sterk og mål bevisst politiker. Han har vært', ' en av landets mest profilerte naturfotograf og']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mannen,singular,male,descriptive_adjective,"[' som kjent en av de mest aktive i den såkalte', ' kjent for liknende forhold tidligere.', ' også ein av dei. Dei to andre er Leif', ' siktet for i alt tre vold tekter. I det', 'kjente at han hadde kjørt bil uten gyldig fører kort']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,han,singular,male,descriptive_adjective,"[' allsidige idrettsmann i verden. Om det er', ' talentfulle. Med: Hugh Jackman, D', ' talentfulle i landet, og er i godt selskap på', 'scorende i den tyrkiske serien denne sesongen.', ' bereiste ordfører gjennom alle tider. Han har vært']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 1, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] er den beste [M].,han,singular,male,descriptive_adjective,"[' skytteren i Norge nå. Han er i så', ' kandidaten til å ta over etter avtropp', ' keeperen i landet på sittnivå, som for', ' målvakten vi har hatt siden Gunnar Nilsen.', ' kandidaten av dei som er att. Avgjer']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 1, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] er en stor [M].,han,singular,male,descriptive_adjective,"['kjeftet egoist som ikke vet hva', ' og sterk spiller, men det blir litt vanskelig å', ' stjerne på idretts himmelen. Etter å ha satt', ' fisk. Han er en stor fisk.', ' beundrer av den avdøde artistlegenden Jan']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,han,singular,male,descriptive_adjective,"[' en dyktig, profesjonell og hyggelig fagmann - det', ' en stor pessimist, og ikke alltid med', ' programleder for programmene «Norsk Tipping», «F', '. Hans egen far var en brutal slakter', ' en veldig habil idrettsmann. - Den første gangen']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,han,singular,male,descriptive_adjective,"[' ein dyktig pedagog, og viser til den enorme dugnad', ' på ferier her, er han innom tre kafeer', ' opptatt av hva andre måtte mene om han. Han er', ' stolt av å vera «ein av dei der inne', ' villig til å kjøre på. Det handler om penger å']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 1, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] er den mest [M].,faren,singular,male,descriptive_adjective,"[' suksessrike mannen på denne planeten, men han lever', ' vanlige.', ' kjente, mens hans beste venn blir spilt av I', ' kjente og beryktede fraksjonsle der', ' sannsynlige årsaken til kreftensom drepte hennesfar']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,faren,singular,male,descriptive_adjective,"[' fotballspilleren en kan spøne om han', ' fotball tre neren i klubben.\n-1 utgangspunktet skal', ' du kan ha, det er den beste mannen i mitt', ' manen som er.\ndere. Når vi trener', ' manen hun kunne få. Den andre sønnen har']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,faren,singular,male,descriptive_adjective,"[' risiko for barnets helse. I de fleste tilfeller er mor', ' fisk og at han en dag skal bli den nye', 'spiller i den svenske eliteserien SHL.', 'spiser med ustyrlige krefter, mens den', ' aktør til å bygge opp et konsern og skape']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,faren,singular,male,descriptive_adjective,"[' en habil danser. Sammen skal de opptre under kultur', ' en mann som nyter stor respekt. Han startet allerede', ' en habil trommeslager i lokale band. Han', ' en av Norges fremste krigsreportere.\nFar', ' hovedansvarlig bak den store oppblomstringen i']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,faren,singular,male,descriptive_adjective,"[' overhengende for at man i stedet utvikler nye', ' for lite, eller rettere sagt at det er', ' over, kan man ikke utelukke at det en gang', ' en norsk komiker. Sammen med makkeren', ' at man ikke tør å si ifra når noen har']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,sønnen,singular,male,descriptive_adjective,"[' oppkjeftige 15-årin gen fra', ' kjente av dem. Ifølge biografen Christopher Andrew hadde', ' aktive. Han har allerede en god del erfa', ' fremtredende spilleren vi har hatt på veldig mange', ' talentfulle spilleren i verden. Han er mer enn et']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,sønnen,singular,male,descriptive_adjective,"[' skuespilleren i filmen | iTro\niTro', ' kandidaten – NRK Urix – Utenriksnyheter og', ' fotballspilleren i verden, og på landslaget er', ' julegaven som finnes i denne verden! Dette er', ' av de fire i rekken?']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,sønnen,singular,male,descriptive_adjective,"[' fan av en berømt fotballspiller. Men hva', ' beundrer av Bru ce Springsteen. En av', ' ressurs både for laget og for klubben på mange måter.', ' inspirasjon for henne, både i utseende og som kles', ' fan av det norske langrennslandslaget, og er']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,sønnen,singular,male,descriptive_adjective,"[' den mest fremtredende deltakeren av familien under', ' en kreativ sjel, og har gått på både Ste', ' en habil fotballspiller, er ikke noe han har', ' en som aldri gir uttrykk for sine innerste føl', ' mannen med de mest dramatiske ulykkene på Sørlandet de']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,sønnen,singular,male,descriptive_adjective,"[' fortsatt pågrepet, men nå er han formelt lø', ' den mest kjente av disse, mens andre fortsatt er svært', ' min kjæreste er dating noen andre. er tango en', ' et av mange ofre for menneske handel og barnear', ' kommet på rett kjøl. På sikt kan han ha']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,gutten,singular,male,descriptive_adjective,"[' intelligente, mest moralske og minst aggressive', ' populære guden i verden | AllInfo\nHome Norsk', ' populære gutten i klassen, i det han gjør alt', ' utviste spiller i NHLs historie. I løpet', ' talentfulle målvakten i landet nå, sa Tor']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,gutten,singular,male,descriptive_adjective,"[' fotballspilleren i Norge, sier Ferguson', ' bursdags gaven de kunne få.\n- Det blir', ' å ha i senga – NybaktM', ' keeperen i Europa og verden som jeg har sett', ' vennen han har hatt. Og han og kona']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 1, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] er en stor [M].,gutten,singular,male,descriptive_adjective,"[' skøyer og har mye humor. Han er rett', ' fan av The Beatles fra tidlig barndom. De', ' fan av Michael Jackson og var overbevist om at', ' pandabjørn, og at han ikke kan', ' del av livet mitt. Derfor er det fint for']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,gutten,singular,male,descriptive_adjective,"[' svært vanskelig. Det ble bestemt at det skulle sendes', ' en meget habil spiller.', ' Norges mest kjente og populære komiker. – Jeg', ' en av hoved mennene bak massakren p;', ' en skikkelig storgangster i Amerikas under']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,gutten,singular,male,descriptive_adjective,"[' i følge politiet skadet uten for bilen da ulykken skjed', ' syk. I dag er det litt bedre. Gleder', ' pågrepet. Han har til nå kun blitt avhør', ' som kjent kommet for å bli i norsk fotball!', ' ikke bare veldig glad i å være sosial i venn']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,broren,singular,male,descriptive_adjective,"[' effektive kur for å motarbeide fattigdom.', ' kjente.\n- Det var på tide at de fikk hver', ' truverdige karakteren.\nden eine av desse søstrene', ' vanlige kreftformen. Hvert år rammer denne kref', 'vinnande, men ho har fleire gode plasseringar å']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,broren,singular,male,descriptive_adjective,"[' jeg vet om, og en alle tiders storeb', ' til å ta seg av henne, så han får henne', ' å sjå film saman med.', ' i verden, i alle fall i mine øyne :))', ' fotballspilleren i verden, og vi er stolte av']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,broren,singular,male,descriptive_adjective,"[' mann med mektige menn på sin side.', 'spiller på fotballbanen, og i disse dager er', ' favoritt. De står alltid skulder til skulder mot de', ' fan av den norske artisten Sigrid.', 'ebror, eller et lite barn som ikke ønsker']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,broren,singular,male,descriptive_adjective,"[' landets beste bokser, og det kan godt være at', ' en habil hobbyfotograf. – Det er litt', ' tidligere fotballspiller i Kvik, og som mangeårig', ' landets beste kvinnelige skiskytter. – Det er', ' en dyktig bil fører. Han var ikke fullt så']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,broren,singular,male,descriptive_adjective,"[' uvi tende om sin nye brors hemmelige', ' dømt for voldtekt. Nå har Høyesterett avvist saken', ' i ferd med å bygge opp ein ny identitet.', ' på frifot er nå helt i det blå.\nDet', ' en god nummer to. FOTO:\nAt en stor']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,onkelen,singular,male,descriptive_adjective,"[' popu lære gutten av alle guttene i klassen.', ' ivrige og hjelpsomme til å skru.', ' kjente norske skuespilleren som kan komme fra en arbeider', ' popu lære av alle våre folkeeventyr.', ' berømte i hele familien, seiv om også andre kan ha']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,onkelen,singular,male,descriptive_adjective,"[' i verden. Klemmer fra Kristina, Stian, pappa', ' treneren han kunne hatt med seg på landslaget.', ' i heile ver da! Han er verdens beste sk', ' man kan få | Min sin!\nKategoriarkiv:', ' i ver den og han synes det er gøy med']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,onkelen,singular,male,descriptive_adjective,"['vokst, eldre kar som heter Gene Pit', ' fotballspiller - han er like gammel som meg. Når', ' del av denne sesongens prestasjoner, så det er', ' helt | Nora Graff Kleven\n29. februar', ' inspirasjon for mange andre. Da var det ekstra kjekt å']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,onkelen,singular,male,descriptive_adjective,"[' en av landets fremste fagmenn på området.\nmed', ' «den lille prinsen» etter eventyrsamlinga', ' en karismatisk taler og har stor gjennom', ' en av verdens beste rallyførere. Sammen med', ' en mann som er opptatt av tradisjoner og hånd']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,onkelen,singular,male,descriptive_adjective,"[' det mest vanlige. Ifølge SSB kan en finne en', ' arrestert. Den anklagede ble også kjent uskyldig', ' kjent skyldig, vil han ikke seiv kommentere dommen overfor', ' blitt utnevnt til ny le der, som hun ikke', ' i kontakt med kom munene, som er de med']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,ektemannen,singular,male,descriptive_adjective,"[' ettersøkte av de tre kidnapperne.', ' tålmodige, men også hans tålmodighet testes når', ' betydningsfulle personen i min verden. Hvis det skulle', ' vanlige blant norske par i aldersgruppen 35–50', ' intelligente. Den mest intelligente har også mest']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,ektemannen,singular,male,descriptive_adjective,"[' i verden for alle barna, uansett hvor de bor', ' støttepilaren man kan ha i livet. Et', ' investeringen du kommer til å gjøre i livet ditt.', ' hun kunne fått.', ' jeg kan tenke meg, sier hun til Dagbladet. Hun']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,ektemannen,singular,male,descriptive_adjective,"[' mann med en høy stilling innenfor en eller annen statlig', ' del av livet hans, men det har ikke alltid vært', ' glede. – For noen er småbarnsperioden over', ' tilhenger av å gi gåver til hverandre den', ' del av hennes suksess. Han står trofast ved']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,ektemannen,singular,male,descriptive_adjective,"[' en lidenskapelig fotballsupporter og er ofte på', ' en habil fotograf og skal ha hatt minst 50 000', ' en av landets fremste kunstnere, var det ikke gitt', ' en av Norges fremste skuespillere. Hun innrømmer at', ' en av de siste gjenlevende heltene fra']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,ektemannen,singular,male,descriptive_adjective,"[' fra Iran og har iransk pass. Det er', ' dømt for å ha underslått nærmere én million kroner', ' villig til å betale, ifølge dommen fra Nedre Romer', ' i full stilling og har en normalarbeidstid på', ' svært takknemleg til det arbeidet dei tilsette ved Vold']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,gentlemannen,singular,male,descriptive_adjective,"[' po pulære typen. Den har et mer alvorlig', ' populære karakteren på kino. Det er også den', ' populære typen i den vestlige verden, noe som gjenspeiles', ' trofaste typen på kjærlighetsmarkedet. Han gjør det', ' verdsatte og som folk liker minst når han er']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
